date,unit_sales,nn_prediction,error,abs_error,residual
2014-01-08,561.0,320.0736,240.9263916015625,240.9263916015625,240.9263916015625
2014-01-09,239.0,338.88583,-99.88583374023438,99.88583374023438,-99.88583374023438
2014-01-10,438.0,375.9529,62.047088623046875,62.047088623046875,62.047088623046875
2014-01-11,619.0,461.85492,157.14508056640625,157.14508056640625,157.14508056640625
2014-01-12,533.0,508.6024,24.397613525390625,24.397613525390625,24.397613525390625
2014-01-13,443.0,410.31528,32.684722900390625,32.684722900390625,32.684722900390625
2014-01-14,440.0,343.40207,96.59793090820312,96.59793090820312,96.59793090820312
2014-01-15,360.0,328.3914,31.608612060546875,31.608612060546875,31.608612060546875
2014-01-16,1168.0,363.78537,804.2146301269531,804.2146301269531,804.2146301269531
2014-01-17,506.0,473.15884,32.841156005859375,32.841156005859375,32.841156005859375
2014-01-18,720.0,504.54556,215.45443725585938,215.45443725585938,215.45443725585938
2014-01-19,561.0,541.53186,19.4681396484375,19.4681396484375,19.4681396484375
2014-01-20,391.0,433.3731,-42.37310791015625,42.37310791015625,-42.37310791015625
2014-01-21,421.0,371.318,49.6820068359375,49.6820068359375,49.6820068359375
2014-01-22,519.0,349.94052,169.05947875976562,169.05947875976562,169.05947875976562
2014-01-23,231.0,346.13718,-115.13717651367188,115.13717651367188,-115.13717651367188
2014-01-24,263.0,351.95294,-88.95294189453125,88.95294189453125,-88.95294189453125
2014-01-25,789.0,425.67273,363.3272705078125,363.3272705078125,363.3272705078125
2014-01-26,698.0,503.6166,194.38339233398438,194.38339233398438,194.38339233398438
2014-01-27,310.0,425.21613,-115.21612548828125,115.21612548828125,-115.21612548828125
2014-01-28,332.0,370.25455,-38.254547119140625,38.254547119140625,-38.254547119140625
2014-01-29,405.0,362.83484,42.1651611328125,42.1651611328125,42.1651611328125
2014-01-30,323.0,383.24017,-60.24017333984375,60.24017333984375,-60.24017333984375
2014-01-31,456.0,414.64618,41.35382080078125,41.35382080078125,41.35382080078125
2014-02-01,732.0,486.04224,245.957763671875,245.957763671875,245.957763671875
2014-02-02,704.0,474.56247,229.43753051757812,229.43753051757812,229.43753051757812
2014-02-03,395.0,381.77365,13.226348876953125,13.226348876953125,13.226348876953125
2014-02-04,313.0,347.4026,-34.402587890625,34.402587890625,-34.402587890625
2014-02-05,463.0,331.70993,131.29006958007812,131.29006958007812,131.29006958007812
2014-02-06,301.0,334.03574,-33.035736083984375,33.035736083984375,-33.035736083984375
2014-02-07,289.0,393.80206,-104.80206298828125,104.80206298828125,-104.80206298828125
2014-02-08,678.0,507.83365,170.16635131835938,170.16635131835938,170.16635131835938
2014-02-09,731.0,605.0089,125.9910888671875,125.9910888671875,125.9910888671875
2014-02-10,370.0,432.33154,-62.33154296875,62.33154296875,-62.33154296875
2014-02-11,440.0,357.49207,82.5079345703125,82.5079345703125,82.5079345703125
2014-02-12,409.0,337.01135,71.9886474609375,71.9886474609375,71.9886474609375
2014-02-13,310.0,350.9945,-40.9945068359375,40.9945068359375,-40.9945068359375
2014-02-14,258.0,417.68027,-159.68026733398438,159.68026733398438,-159.68026733398438
2014-02-15,650.0,539.3224,110.6776123046875,110.6776123046875,110.6776123046875
2014-02-16,583.0,576.56085,6.43914794921875,6.43914794921875,6.43914794921875
2014-02-17,506.0,426.2962,79.70379638671875,79.70379638671875,79.70379638671875
2014-02-18,506.0,350.83472,155.165283203125,155.165283203125,155.165283203125
2014-02-19,392.0,328.26202,63.73797607421875,63.73797607421875,63.73797607421875
2014-02-20,296.0,346.80075,-50.800750732421875,50.800750732421875,-50.800750732421875
2014-02-21,393.0,427.90204,-34.90203857421875,34.90203857421875,-34.90203857421875
2014-02-22,809.0,562.7295,246.2705078125,246.2705078125,246.2705078125
2014-02-23,714.0,653.524,60.47601318359375,60.47601318359375,60.47601318359375
2014-02-24,338.0,447.57922,-109.5792236328125,109.5792236328125,-109.5792236328125
2014-02-25,453.0,359.81314,93.18685913085938,93.18685913085938,93.18685913085938
2014-02-26,388.0,336.51212,51.487884521484375,51.487884521484375,51.487884521484375
2014-02-27,587.0,348.7955,238.20449829101562,238.20449829101562,238.20449829101562
2014-02-28,346.0,423.2005,-77.20050048828125,77.20050048828125,-77.20050048828125
2014-03-01,714.0,530.19147,183.80853271484375,183.80853271484375,183.80853271484375
2014-03-02,410.0,622.6158,-212.61578369140625,212.61578369140625,-212.61578369140625
2014-03-03,408.0,447.91306,-39.913055419921875,39.913055419921875,-39.913055419921875
2014-03-04,648.0,366.718,281.2820129394531,281.2820129394531,281.2820129394531
2014-03-05,367.0,343.20758,23.79241943359375,23.79241943359375,23.79241943359375
2014-03-06,492.0,357.99182,134.0081787109375,134.0081787109375,134.0081787109375
2014-03-07,410.0,440.2809,-30.280914306640625,30.280914306640625,-30.280914306640625
2014-03-08,572.0,558.48474,13.5152587890625,13.5152587890625,13.5152587890625
2014-03-09,731.0,627.3131,103.6868896484375,103.6868896484375,103.6868896484375
2014-03-10,437.0,463.40668,-26.40667724609375,26.40667724609375,-26.40667724609375
2014-03-11,509.0,367.74118,141.25881958007812,141.25881958007812,141.25881958007812
2014-03-12,317.0,343.09552,-26.09552001953125,26.09552001953125,-26.09552001953125
2014-03-13,254.0,363.19714,-109.1971435546875,109.1971435546875,-109.1971435546875
2014-03-14,243.0,446.35446,-203.35446166992188,203.35446166992188,-203.35446166992188
2014-03-15,535.0,569.57947,-34.5794677734375,34.5794677734375,-34.5794677734375
2014-03-16,726.0,636.9012,89.09881591796875,89.09881591796875,89.09881591796875
2014-03-17,285.0,461.31183,-176.31182861328125,176.31182861328125,-176.31182861328125
2014-03-18,353.0,359.02295,-6.02294921875,6.02294921875,-6.02294921875
2014-03-19,346.0,327.38513,18.6148681640625,18.6148681640625,18.6148681640625
2014-03-20,139.0,339.20258,-200.20257568359375,200.20257568359375,-200.20257568359375
2014-03-21,456.0,387.2181,68.78189086914062,68.78189086914062,68.78189086914062
2014-03-22,567.0,493.87582,73.12417602539062,73.12417602539062,73.12417602539062
2014-03-23,603.0,573.2766,29.723388671875,29.723388671875,29.723388671875
2014-03-24,371.0,433.77325,-62.77325439453125,62.77325439453125,-62.77325439453125
2014-03-25,392.0,345.04544,46.954559326171875,46.954559326171875,46.954559326171875
2014-03-26,432.0,309.6626,122.33740234375,122.33740234375,122.33740234375
2014-03-27,328.0,316.22675,11.77325439453125,11.77325439453125,11.77325439453125
2014-03-28,523.0,379.16528,143.834716796875,143.834716796875,143.834716796875
2014-03-29,647.0,503.9821,143.01791381835938,143.01791381835938,143.01791381835938
2014-03-30,599.0,610.38306,-11.383056640625,11.383056640625,-11.383056640625
2014-03-31,415.0,470.04938,-55.04937744140625,55.04937744140625,-55.04937744140625
